@relation 'base6-191018-weka-weka.filters.unsupervised.attribute.Remove-R1-6,8,14-20'

@attribute nedge numeric
@attribute fval numeric
@attribute walklen numeric
@attribute hillclimb numeric
@attribute balswap numeric
@attribute improve1 numeric
@attribute drBool {FALSE,TRUE}

@data
721,9.451632,2,1,0,1,FALSE
698,9.45398,2,1,0,1,FALSE
703,9.982925,2,1,0,1,FALSE
697,10.295588,2,1,0,1,FALSE
708,10.053667,2,1,0,1,FALSE
711,9.911453,2,1,0,1,FALSE
722,10.209999,2,1,0,1,FALSE
724,10.655682,2,1,0,1,FALSE
699,9.484785,2,1,0,1,FALSE
690,8.349698,2,1,0,1,FALSE
727,10.43013,2,1,0,1,FALSE
717,33.507881,2,1,0,1,FALSE
731,8.383915,2,1,0,1,FALSE
715,9.317797,2,1,0,1,FALSE
733,36.867001,2,1,0,1,FALSE
710,10.331896,4,1,1,1,FALSE
699,9.715569,4,1,1,1,TRUE
690,9.325699,4,1,1,1,FALSE
730,10.675547,4,1,1,1,FALSE
699,9.113849,4,1,1,1,TRUE
678,8.484376,4,1,1,1,TRUE
706,10.092283,4,1,1,1,FALSE
691,9.851101,4,1,1,1,FALSE
662,9.59676,4,1,1,1,FALSE
708,9.360201,4,1,1,1,FALSE
704,10.095568,4,1,1,1,FALSE
734,10.703709,4,1,1,1,FALSE
676,8.033569,4,1,1,1,FALSE
703,8.388061,4,1,1,1,FALSE
684,35.889095,4,1,1,1,FALSE
720,9.694313,4,1,1,1,FALSE
738,10.281328,4,1,1,1,FALSE
701,9.138641,4,1,1,1,FALSE
678,33.250599,4,1,1,1,TRUE
699,9.06332,4,1,1,1,FALSE
735,10.809929,1,1,1,1,FALSE
680,32.970345,1,1,1,1,FALSE
698,33.145187,1,1,1,1,TRUE
692,8.601698,1,1,1,1,FALSE
702,10.263477,1,1,1,1,TRUE
676,34.177601,1,1,1,1,FALSE
693,33.148933,1,1,1,1,FALSE
704,9.061058,1,1,1,1,FALSE
727,10.478524,1,1,1,1,FALSE
676,10.261837,1,1,1,1,FALSE
693,8.754511,1,1,1,1,FALSE
710,10.067173,1,1,1,1,FALSE
727,10.200232,1,1,1,1,TRUE
670,8.977015,1,1,1,1,FALSE
697,9.439582,1,1,1,1,FALSE
708,9.422148,1,1,1,1,TRUE
729,39.565174,1,1,1,1,FALSE
697,35.900719,1,1,1,1,FALSE
715,10.456511,1,1,1,1,FALSE
715,34.930916,1,1,1,1,FALSE
716,36.08559,2,1,0,0,FALSE
704,34.123779,2,1,0,0,FALSE
708,9.780528,2,1,0,0,FALSE
683,9.932171,2,1,0,0,FALSE
681,9.695957,2,1,0,0,FALSE
703,9.009173,2,1,0,0,FALSE
663,32.087135,2,1,0,0,FALSE
707,9.529789,2,1,0,0,TRUE
715,34.20372,2,1,0,0,FALSE
682,8.379459,2,1,0,0,FALSE
679,8.149705,2,1,0,0,FALSE
713,10.773365,2,1,0,0,FALSE
748,10.920189,2,1,0,0,FALSE
715,8.743489,2,1,0,0,FALSE
719,10.647614,2,1,0,0,FALSE
742,10.730471,2,1,0,0,FALSE
694,8.433051,2,1,0,0,FALSE
678,9.657501,2,1,0,0,FALSE
755,10.559773,2,1,0,0,FALSE
749,9.706329,2,1,0,0,FALSE
682,9.105062,4,1,0,1,FALSE
667,8.20979,4,1,0,1,FALSE
691,9.161587,4,1,0,1,FALSE
730,10.196965,4,1,0,1,FALSE
720,10.1398,4,1,0,1,FALSE
672,8.264317,4,1,0,1,FALSE
713,9.898461,4,1,0,1,FALSE
692,9.38377,4,1,0,1,FALSE
674,33.859226,4,1,0,1,FALSE
698,33.494858,4,1,0,1,FALSE
713,33.785057,4,1,0,1,FALSE
725,9.633747,4,1,0,1,FALSE
703,9.119087,4,1,0,1,FALSE
704,9.391037,4,1,0,1,FALSE
736,10.146952,4,1,0,1,FALSE
694,9.522705,4,1,0,1,FALSE
708,10.053904,4,1,0,1,FALSE
703,9.405816,4,1,0,1,FALSE
680,8.968138,4,1,0,1,FALSE
778,11.465143,4,1,0,1,FALSE
744,12.355692,2,1,1,1,FALSE
730,34.353134,2,1,1,1,TRUE
748,11.374516,2,1,1,1,TRUE
692,34.760555,2,1,1,1,TRUE
677,9.823371,2,1,1,1,FALSE
722,8.546391,2,1,1,1,FALSE
735,10.000638,2,1,1,1,FALSE
722,10.318504,2,1,1,1,FALSE
737,10.082254,2,1,1,1,TRUE
744,12.169962,2,1,1,1,FALSE
713,35.178791,2,1,1,1,TRUE
653,35.632343,2,1,1,1,FALSE
718,36.982079,2,1,1,1,TRUE
714,35.054825,2,1,1,1,TRUE
698,9.433483,2,1,1,1,FALSE
703,35.186016,2,1,1,1,FALSE
766,11.751716,2,1,1,1,FALSE
738,10.978161,2,1,1,1,TRUE
728,35.334114,2,1,1,1,FALSE
717,34.893909,2,1,1,1,FALSE
738,10.801418,1,1,0,0,FALSE
708,9.376043,1,1,0,0,FALSE
699,10.483431,1,1,0,0,FALSE
694,10.054804,1,1,0,0,FALSE
697,33.998878,1,1,0,0,FALSE
688,32.635975,1,1,0,0,FALSE
735,11.252327,1,1,0,0,FALSE
768,12.844683,1,1,0,0,FALSE
712,35.262096,1,1,0,0,FALSE
726,10.341173,1,1,0,0,FALSE
720,9.973722,1,1,0,0,FALSE
699,34.875504,1,1,0,0,FALSE
687,35.733288,1,1,0,0,FALSE
710,8.830208,1,1,0,0,FALSE
740,35.890533,1,1,0,0,FALSE
741,10.791359,1,1,0,0,FALSE
739,9.776705,1,1,0,0,FALSE
743,10.865545,1,1,0,0,FALSE
713,9.65372,1,1,0,0,FALSE
672,8.624299,1,1,0,0,FALSE
768,10.745808,1,1,1,1,FALSE
711,10.198199,1,1,1,1,FALSE
721,11.256342,1,1,1,1,FALSE
742,11.335135,1,1,1,1,TRUE
759,10.845142,1,1,1,1,FALSE
694,34.460449,1,1,1,1,FALSE
710,10.164104,1,1,1,1,FALSE
772,35.473473,1,1,1,1,FALSE
735,11.162605,1,1,1,1,FALSE
716,10.485616,1,1,1,1,FALSE
715,10.218338,1,1,1,1,TRUE
711,9.864147,1,1,1,1,FALSE
781,11.627561,1,1,1,1,FALSE
742,10.671153,1,1,1,1,TRUE
732,11.092825,1,1,1,1,TRUE
721,10.300961,1,1,1,1,FALSE
725,10.421459,1,1,1,1,TRUE
742,10.043627,1,1,1,1,TRUE
717,11.191874,1,1,1,1,TRUE
695,9.411107,1,1,1,1,FALSE
683,9.206678,4,1,0,0,TRUE
714,37.65596,4,1,0,0,FALSE
720,10.450565,4,1,0,0,FALSE
716,10.712276,4,1,0,0,FALSE
722,9.879454,4,1,0,0,FALSE
720,33.555618,4,1,0,0,FALSE
722,10.603577,4,1,0,0,FALSE
699,9.473099,4,1,0,0,TRUE
710,10.928526,4,1,0,0,FALSE
703,8.490464,4,1,0,0,FALSE
688,10.415021,4,1,0,0,TRUE
714,10.587421,4,1,0,0,FALSE
726,10.420914,4,1,0,0,FALSE
737,11.190882,4,1,0,0,FALSE
737,10.139918,4,1,0,0,FALSE
747,12.307729,4,1,0,0,FALSE
689,9.49232,4,1,0,0,FALSE
740,9.776142,4,1,0,0,FALSE
716,10.317091,4,1,0,0,FALSE
747,36.375057,4,1,0,0,FALSE
736,10.591369,2,1,0,0,FALSE
714,10.322725,2,1,0,0,FALSE
726,10.931881,2,1,0,0,FALSE
716,34.199406,2,1,0,0,TRUE
670,8.636362,2,1,0,0,FALSE
744,10.840385,2,1,0,0,TRUE
707,9.592901,2,1,0,0,FALSE
736,35.934258,2,1,0,0,FALSE
698,33.936234,2,1,0,0,FALSE
726,10.648771,2,1,0,0,FALSE
698,9.107988,2,1,0,0,FALSE
753,36.331604,2,1,0,0,FALSE
700,34.82745,2,1,0,0,FALSE
714,9.621698,2,1,0,0,FALSE
706,10.064146,2,1,0,0,FALSE
753,11.812506,2,1,0,0,FALSE
724,10.260736,2,1,0,0,FALSE
737,10.995274,2,1,0,0,FALSE
720,10.788065,2,1,0,0,FALSE
749,11.389694,2,1,0,0,FALSE
734,10.308044,1,1,0,1,FALSE
748,11.35649,1,1,0,1,FALSE
708,9.033041,1,1,0,1,FALSE
708,9.915454,1,1,0,1,FALSE
697,9.618294,1,1,0,1,FALSE
724,10.095413,1,1,0,1,FALSE
743,10.317198,1,1,0,1,FALSE
721,35.037262,1,1,0,1,FALSE
718,10.413681,1,1,0,1,FALSE
723,38.57534,1,1,0,1,FALSE
706,9.599903,1,1,0,1,FALSE
771,12.621017,1,1,0,1,FALSE
710,9.120413,1,1,0,1,FALSE
690,10.080717,1,1,0,1,FALSE
728,11.277843,1,1,0,1,FALSE
722,9.806095,1,1,0,1,FALSE
733,36.195641,1,1,0,1,FALSE
724,10.507141,1,1,0,1,FALSE
739,34.543854,1,1,0,1,FALSE
740,10.588648,1,1,0,1,FALSE
682,32.86293,1,1,1,0,FALSE
725,10.787306,1,1,1,0,FALSE
713,10.972946,1,1,1,0,FALSE
735,9.932899,1,1,1,0,FALSE
677,9.089964,1,1,1,0,FALSE
760,11.257821,1,1,1,0,FALSE
715,9.684719,1,1,1,0,FALSE
683,9.141565,1,1,1,0,FALSE
726,34.957706,1,1,1,0,FALSE
698,9.815639,1,1,1,0,FALSE
709,33.822224,1,1,1,0,FALSE
689,9.399062,1,1,1,0,FALSE
691,9.471601,1,1,1,0,FALSE
702,9.934057,1,1,1,0,FALSE
734,10.730082,1,1,1,0,FALSE
771,10.995871,1,1,1,0,FALSE
704,34.167297,1,1,1,0,FALSE
721,35.749168,1,1,1,0,FALSE
778,11.841558,1,1,1,0,FALSE
761,11.434923,1,1,1,0,FALSE
695,10.484848,2,1,0,1,FALSE
783,11.908912,2,1,0,1,FALSE
745,10.71509,2,1,0,1,FALSE
726,34.61219,2,1,0,1,FALSE
746,11.488922,2,1,0,1,FALSE
749,10.754405,2,1,0,1,FALSE
694,34.378773,2,1,0,1,FALSE
751,37.917114,2,1,0,1,FALSE
687,8.440726,2,1,0,1,FALSE
703,9.776088,2,1,0,1,FALSE
717,10.347279,2,1,0,1,FALSE
731,10.652864,2,1,0,1,FALSE
710,9.715583,2,1,0,1,FALSE
727,36.08218,2,1,0,1,FALSE
736,10.333803,2,1,0,1,FALSE
767,11.678486,2,1,0,1,FALSE
706,35.827789,2,1,0,1,FALSE
760,11.250145,2,1,0,1,TRUE
729,10.93302,2,1,0,1,FALSE
711,10.670549,2,1,0,1,FALSE
681,34.075039,4,1,1,0,FALSE
685,9.775919,4,1,1,0,FALSE
738,10.469318,4,1,1,0,FALSE
732,36.912373,4,1,1,0,FALSE
725,10.525156,4,1,1,0,FALSE
724,35.28685,4,1,1,0,FALSE
732,36.125443,4,1,1,0,FALSE
719,9.813267,4,1,1,0,FALSE
711,11.218969,4,1,1,0,FALSE
728,10.987846,4,1,1,0,FALSE
717,9.861971,4,1,1,0,FALSE
695,10.306929,4,1,1,0,FALSE
727,9.637697,4,1,1,0,FALSE
722,10.834539,4,1,1,0,FALSE
697,10.332472,4,1,1,0,FALSE
738,11.474277,4,1,1,0,FALSE
715,10.194107,4,1,1,0,FALSE
717,10.626684,4,1,1,0,FALSE
691,10.577246,4,1,1,0,FALSE
686,9.492474,4,1,1,0,FALSE
701,35.894032,2,1,1,0,FALSE
711,10.21179,2,1,1,0,FALSE
705,10.591953,2,1,1,0,FALSE
722,10.13689,2,1,1,0,FALSE
750,7.662225,2,1,1,0,FALSE
736,10.357522,2,1,1,0,FALSE
711,34.269894,2,1,1,0,FALSE
709,10.100941,2,1,1,0,FALSE
683,33.575287,2,1,1,0,FALSE
679,9.418924,2,1,1,0,FALSE
729,37.064686,2,1,1,0,FALSE
691,36.794643,2,1,1,0,FALSE
691,9.327898,2,1,1,0,FALSE
714,10.462312,2,1,1,0,FALSE
731,10.123283,2,1,1,0,FALSE
734,10.334774,2,1,1,0,FALSE
715,36.135406,2,1,1,0,FALSE
720,10.934116,2,1,1,0,FALSE
724,8.760844,2,1,1,0,FALSE
674,9.141938,2,1,1,0,FALSE
736,11.45641,4,1,0,1,FALSE
728,10.784622,4,1,0,1,FALSE
762,35.474747,4,1,0,1,FALSE
677,9.365345,4,1,0,1,FALSE
721,33.946335,4,1,0,1,FALSE
758,10.636861,4,1,0,1,FALSE
758,11.378311,4,1,0,1,FALSE
749,35.311981,4,1,0,1,FALSE
722,37.911209,4,1,0,1,FALSE
735,10.535272,4,1,0,1,FALSE
719,37.825264,4,1,0,1,FALSE
683,10.069022,4,1,0,1,FALSE
735,36.089382,4,1,0,1,FALSE
690,35.799702,4,1,0,1,FALSE
724,36.903614,4,1,0,1,FALSE
769,12.371905,4,1,0,1,FALSE
690,9.297482,4,1,0,1,TRUE
697,8.388272,4,1,0,1,FALSE
745,10.294375,4,1,0,1,FALSE
700,10.313969,4,1,0,1,FALSE
733,10.285072,4,1,1,1,FALSE
723,8.96122,4,1,1,1,TRUE
751,36.057838,4,1,1,1,FALSE
698,10.074644,4,1,1,1,FALSE
693,10.044159,4,1,1,1,FALSE
733,10.755693,4,1,1,1,FALSE
697,34.426052,4,1,1,1,FALSE
726,10.523523,4,1,1,1,FALSE
687,9.284185,4,1,1,1,TRUE
693,10.444765,4,1,1,1,FALSE
783,9.453205,4,1,1,1,TRUE
674,34.779182,4,1,1,1,TRUE
705,9.976872,4,1,1,1,FALSE
691,8.72423,4,1,1,1,FALSE
697,9.978348,4,1,1,1,FALSE
706,10.043158,4,1,1,1,FALSE
719,10.735598,4,1,1,1,TRUE
727,10.084389,4,1,1,1,TRUE
748,10.302958,4,1,1,1,TRUE
731,11.192024,4,1,1,1,FALSE
719,35.222839,2,1,1,0,FALSE
720,36.964634,2,1,1,0,FALSE
723,10.884634,2,1,1,0,FALSE
728,9.344699,2,1,1,0,FALSE
702,34.890919,2,1,1,0,FALSE
689,10.059486,2,1,1,0,FALSE
738,9.936472,2,1,1,0,FALSE
726,11.06773,2,1,1,0,FALSE
747,37.710751,2,1,1,0,FALSE
755,38.777752,2,1,1,0,FALSE
731,10.484927,2,1,1,0,FALSE
714,37.669933,2,1,1,0,FALSE
696,10.450764,2,1,1,0,FALSE
678,33.98719,2,1,1,0,FALSE
732,10.103287,2,1,1,0,FALSE
782,12.941278,2,1,1,0,FALSE
711,11.472544,2,1,1,0,FALSE
733,11.405392,2,1,1,0,FALSE
746,10.487091,2,1,1,0,FALSE
714,33.026463,2,1,1,0,FALSE
743,11.12318,4,1,0,1,FALSE
749,35.619663,4,1,0,1,FALSE
750,10.571257,4,1,0,1,FALSE
746,11.628944,4,1,0,1,FALSE
748,11.478239,4,1,0,1,FALSE
728,10.402696,4,1,0,1,FALSE
747,11.78294,4,1,0,1,FALSE
767,11.376776,4,1,0,1,FALSE
720,12.047314,4,1,0,1,FALSE
727,37.802914,4,1,0,1,FALSE
732,11.572327,4,1,0,1,FALSE
726,36.036877,4,1,0,1,FALSE
714,34.054459,4,1,0,1,FALSE
725,10.608334,4,1,0,1,FALSE
743,11.743769,4,1,0,1,FALSE
736,10.526799,4,1,0,1,FALSE
746,11.07556,4,1,0,1,FALSE
743,34.400291,4,1,0,1,FALSE
762,11.82205,4,1,0,1,FALSE
700,9.894403,4,1,0,1,FALSE
736,12.123329,2,1,0,0,FALSE
724,10.805926,2,1,0,0,FALSE
773,12.197996,2,1,0,0,FALSE
760,11.873161,2,1,0,0,FALSE
728,34.45295,2,1,0,0,FALSE
736,35.080933,2,1,0,0,FALSE
706,33.483311,2,1,0,0,FALSE
710,35.811954,2,1,0,0,FALSE
717,34.000366,2,1,0,0,FALSE
722,9.882771,2,1,0,0,FALSE
741,12.096021,2,1,0,0,TRUE
760,37.954132,2,1,0,0,FALSE
788,12.383324,2,1,0,0,FALSE
738,37.628609,2,1,0,0,FALSE
687,9.974508,2,1,0,0,FALSE
745,11.831612,2,1,0,0,FALSE
744,11.219143,2,1,0,0,FALSE
760,11.322645,2,1,0,0,FALSE
744,11.034883,2,1,0,0,FALSE
768,11.810394,2,1,0,0,FALSE
721,11.012163,2,1,0,1,FALSE
747,10.340369,2,1,0,1,FALSE
780,10.955177,2,1,0,1,FALSE
734,11.262401,2,1,0,1,FALSE
728,11.464935,2,1,0,1,FALSE
760,11.224531,2,1,0,1,FALSE
713,36.94698,2,1,0,1,FALSE
724,11.350206,2,1,0,1,FALSE
697,36.571613,2,1,0,1,FALSE
741,11.100424,2,1,0,1,FALSE
746,36.134796,2,1,0,1,FALSE
757,37.263596,2,1,0,1,FALSE
734,35.180363,2,1,0,1,FALSE
748,10.862262,2,1,0,1,FALSE
750,35.617737,2,1,0,1,FALSE
762,11.966827,2,1,0,1,FALSE
721,10.289244,2,1,0,1,FALSE
718,11.15662,2,1,0,1,FALSE
745,10.37336,2,1,0,1,FALSE
767,11.853342,2,1,0,1,FALSE
701,9.640324,2,1,1,1,TRUE
747,10.773008,2,1,1,1,FALSE
727,10.988592,2,1,1,1,FALSE
784,12.930094,2,1,1,1,FALSE
712,10.72327,2,1,1,1,FALSE
743,36.462822,2,1,1,1,TRUE
720,10.16597,2,1,1,1,TRUE
733,11.15773,2,1,1,1,TRUE
771,37.94976,2,1,1,1,FALSE
728,11.209598,2,1,1,1,TRUE
704,32.805237,2,1,1,1,TRUE
747,11.226553,2,1,1,1,TRUE
782,12.422623,2,1,1,1,FALSE
749,11.85497,2,1,1,1,TRUE
719,9.230902,2,1,1,1,TRUE
738,11.043018,2,1,1,1,FALSE
695,10.566936,2,1,1,1,FALSE
720,35.359394,2,1,1,1,TRUE
697,9.595568,2,1,1,1,TRUE
722,35.244926,2,1,1,1,TRUE
764,37.941463,1,1,0,1,FALSE
716,10.48208,1,1,0,1,FALSE
689,34.408527,1,1,0,1,FALSE
785,36.581444,1,1,0,1,FALSE
752,35.801842,1,1,0,1,FALSE
788,13.342354,1,1,0,1,FALSE
706,10.728879,1,1,0,1,FALSE
754,35.315758,1,1,0,1,FALSE
785,12.206141,1,1,0,1,FALSE
709,9.424354,1,1,0,1,FALSE
745,11.437153,1,1,0,1,FALSE
776,11.920701,1,1,0,1,TRUE
731,35.440495,1,1,0,1,FALSE
732,37.900974,1,1,0,1,FALSE
754,11.7808,1,1,0,1,FALSE
759,11.041965,1,1,0,1,FALSE
744,10.855101,1,1,0,1,FALSE
754,10.552388,1,1,0,1,FALSE
741,11.278713,1,1,0,1,FALSE
728,9.783785,1,1,0,1,FALSE
747,37.780472,4,1,1,1,TRUE
748,10.602207,4,1,1,1,TRUE
718,9.567083,4,1,1,1,FALSE
744,37.922764,4,1,1,1,TRUE
736,36.077847,4,1,1,1,FALSE
752,37.171089,4,1,1,1,FALSE
731,36.87796,4,1,1,1,FALSE
757,35.547562,4,1,1,1,FALSE
730,11.318539,4,1,1,1,TRUE
707,9.118198,4,1,1,1,FALSE
717,11.730877,4,1,1,1,TRUE
741,11.212883,4,1,1,1,FALSE
746,35.88781,4,1,1,1,FALSE
742,10.348011,4,1,1,1,TRUE
698,34.066154,4,1,1,1,FALSE
707,9.80227,4,1,1,1,FALSE
728,11.22547,4,1,1,1,FALSE
679,10.379506,4,1,1,1,FALSE
750,10.717475,4,1,1,1,FALSE
747,10.820869,4,1,1,1,FALSE
753,11.721767,1,1,0,0,TRUE
775,12.203491,1,1,0,0,FALSE
718,9.210702,1,1,0,0,FALSE
691,33.355469,1,1,0,0,FALSE
743,10.481203,1,1,0,0,FALSE
798,12.445778,1,1,0,0,FALSE
698,37.673359,1,1,0,0,FALSE
738,11.043514,1,1,0,0,FALSE
757,11.027417,1,1,0,0,FALSE
724,33.433834,1,1,0,0,FALSE
753,11.439491,1,1,0,0,FALSE
702,35.698151,1,1,0,0,FALSE
729,9.638718,1,1,0,0,FALSE
736,9.360506,1,1,0,0,FALSE
726,10.735096,1,1,0,0,FALSE
754,10.749733,1,1,0,0,FALSE
752,11.405038,1,1,0,0,FALSE
745,10.744526,1,1,0,0,FALSE
712,10.388197,1,1,0,0,FALSE
751,34.591999,1,1,0,0,FALSE
738,11.159103,4,1,0,0,FALSE
764,37.176716,4,1,0,0,FALSE
731,11.064785,4,1,0,0,FALSE
736,7.697351,4,1,0,0,FALSE
747,38.87542,4,1,0,0,FALSE
682,9.183417,4,1,0,0,FALSE
762,11.859596,4,1,0,0,FALSE
709,33.733658,4,1,0,0,FALSE
720,10.585299,4,1,0,0,FALSE
741,11.13636,4,1,0,0,FALSE
723,10.347953,4,1,0,0,FALSE
762,11.073238,4,1,0,0,FALSE
791,12.371748,4,1,0,0,FALSE
751,12.414738,4,1,0,0,FALSE
731,11.122356,4,1,0,0,FALSE
726,9.509712,4,1,0,0,TRUE
766,38.688519,4,1,0,0,FALSE
723,9.940598,4,1,0,0,FALSE
733,35.144257,4,1,0,0,FALSE
734,10.330264,4,1,0,0,FALSE
729,8.437956,1,1,1,0,FALSE
714,36.684284,1,1,1,0,FALSE
706,11.05765,1,1,1,0,FALSE
691,34.165367,1,1,1,0,FALSE
726,11.057426,1,1,1,0,FALSE
752,10.424852,1,1,1,0,FALSE
752,11.24097,1,1,1,0,FALSE
727,10.109565,1,1,1,0,FALSE
778,12.151203,1,1,1,0,FALSE
726,35.340809,1,1,1,0,FALSE
736,11.945297,1,1,1,0,FALSE
733,36.099434,1,1,1,0,FALSE
788,12.607144,1,1,1,0,FALSE
714,11.551144,1,1,1,0,FALSE
664,9.208501,1,1,1,0,FALSE
764,11.33625,1,1,1,0,FALSE
715,11.40547,1,1,1,0,FALSE
726,36.909691,1,1,1,0,FALSE
742,37.065353,1,1,1,0,FALSE
724,36.09256,1,1,1,0,FALSE
717,9.984841,4,1,1,0,FALSE
751,36.120598,4,1,1,0,FALSE
747,11.535236,4,1,1,0,FALSE
725,10.485342,4,1,1,0,FALSE
725,35.076324,4,1,1,0,FALSE
665,8.693338,4,1,1,0,FALSE
714,11.219444,4,1,1,0,FALSE
768,37.979191,4,1,1,0,FALSE
737,36.405758,4,1,1,0,FALSE
769,12.433208,4,1,1,0,FALSE
703,9.476313,4,1,1,0,FALSE
689,9.630053,4,1,1,0,FALSE
733,11.113041,4,1,1,0,FALSE
745,10.806126,4,1,1,0,FALSE
738,12.307518,4,1,1,0,FALSE
749,37.824436,4,1,1,0,FALSE
729,9.935216,4,1,1,0,FALSE
771,12.583218,4,1,1,0,FALSE
736,10.346083,4,1,1,0,FALSE
742,11.665182,4,1,1,0,FALSE
736,10.696726,1,1,1,1,FALSE
731,11.446238,1,1,1,1,TRUE
713,11.157685,1,1,1,1,TRUE
705,9.99143,1,1,1,1,TRUE
705,8.829033,1,1,1,1,TRUE
697,9.65082,1,1,1,1,FALSE
722,36.988285,1,1,1,1,TRUE
750,37.036499,1,1,1,1,FALSE
680,36.701473,1,1,1,1,FALSE
747,10.1113,1,1,1,1,TRUE
765,11.975199,1,1,1,1,FALSE
733,11.576965,1,1,1,1,FALSE
743,11.33301,1,1,1,1,FALSE
745,9.912718,1,1,1,1,FALSE
696,9.402174,1,1,1,1,TRUE
751,12.117611,1,1,1,1,FALSE
786,12.884894,1,1,1,1,FALSE
733,10.531267,1,1,1,1,FALSE
727,11.373152,1,1,1,1,TRUE
695,34.897022,1,1,1,1,FALSE
794,12.021787,1,1,0,0,FALSE
790,38.872551,1,1,0,0,FALSE
741,11.141714,1,1,0,0,FALSE
775,38.232582,1,1,0,0,FALSE
718,12.493271,1,1,0,0,FALSE
770,11.523924,1,1,0,0,FALSE
773,12.635897,1,1,0,0,FALSE
700,34.907047,1,1,0,0,FALSE
783,11.055157,1,1,0,0,FALSE
769,11.597767,1,1,0,0,FALSE
731,10.254048,1,1,0,0,FALSE
773,12.446772,1,1,0,0,TRUE
760,37.851097,1,1,0,0,FALSE
706,11.669048,1,1,0,0,FALSE
763,11.350715,1,1,0,0,FALSE
751,11.464287,1,1,0,0,FALSE
742,12.510292,1,1,0,0,FALSE
716,11.16182,1,1,0,0,TRUE
765,13.314732,1,1,0,0,TRUE
766,12.553946,1,1,0,0,FALSE
745,11.64323,2,1,1,0,FALSE
773,11.16733,2,1,1,0,FALSE
740,35.687561,2,1,1,0,FALSE
722,9.960562,2,1,1,0,FALSE
782,12.719387,2,1,1,0,FALSE
756,12.796917,2,1,1,0,FALSE
789,12.714817,2,1,1,0,FALSE
763,13.215807,2,1,1,0,FALSE
748,11.945654,2,1,1,0,FALSE
720,36.401028,2,1,1,0,FALSE
752,37.912357,2,1,1,0,FALSE
770,38.073456,2,1,1,0,FALSE
742,11.118959,2,1,1,0,FALSE
775,11.407522,2,1,1,0,FALSE
722,10.624395,2,1,1,0,FALSE
736,10.522996,2,1,1,0,FALSE
756,11.035069,2,1,1,0,FALSE
754,12.28005,2,1,1,0,FALSE
748,36.566017,2,1,1,0,FALSE
779,13.253771,2,1,1,0,FALSE
720,10.873287,4,1,0,0,FALSE
754,36.098042,4,1,0,0,FALSE
760,12.195024,4,1,0,0,FALSE
763,34.842495,4,1,0,0,FALSE
794,12.028835,4,1,0,0,FALSE
761,10.943257,4,1,0,0,FALSE
731,11.698956,4,1,0,0,FALSE
723,33.778931,4,1,0,0,FALSE
744,35.255455,4,1,0,0,FALSE
762,12.330497,4,1,0,0,FALSE
795,13.049717,4,1,0,0,FALSE
760,12.676088,4,1,0,0,FALSE
745,11.660305,4,1,0,0,FALSE
729,35.392845,4,1,0,0,FALSE
763,12.455017,4,1,0,0,FALSE
723,10.69784,4,1,0,0,FALSE
690,9.844204,4,1,0,0,FALSE
689,10.708584,4,1,0,0,FALSE
745,12.314144,4,1,0,0,FALSE
741,11.690463,4,1,0,0,TRUE
764,38.80492,1,1,0,1,FALSE
718,10.625782,1,1,0,1,FALSE
747,36.785591,1,1,0,1,FALSE
739,11.817112,1,1,0,1,FALSE
765,11.650995,1,1,0,1,FALSE
770,12.521849,1,1,0,1,FALSE
760,10.344149,1,1,0,1,FALSE
744,10.433912,1,1,0,1,FALSE
799,13.077761,1,1,0,1,FALSE
731,34.819138,1,1,0,1,FALSE
775,12.125902,1,1,0,1,FALSE
705,10.879824,1,1,0,1,FALSE
742,36.832703,1,1,0,1,FALSE
754,10.738396,1,1,0,1,FALSE
749,34.628292,1,1,0,1,FALSE
767,12.562614,1,1,0,1,FALSE
791,12.257631,1,1,0,1,FALSE
746,36.131992,1,1,0,1,FALSE
784,12.507477,1,1,0,1,FALSE
764,12.271923,1,1,0,1,FALSE
778,11.0574,4,1,1,0,FALSE
788,11.245052,4,1,1,0,FALSE
758,12.752081,4,1,1,0,FALSE
775,12.508327,4,1,1,0,FALSE
752,10.607174,4,1,1,0,FALSE
734,10.929676,4,1,1,0,FALSE
728,8.467317,4,1,1,0,FALSE
753,35.72089,4,1,1,0,FALSE
742,10.654568,4,1,1,0,FALSE
683,10.043692,4,1,1,0,FALSE
742,12.101498,4,1,1,0,FALSE
710,10.405834,4,1,1,0,FALSE
781,12.647161,4,1,1,0,FALSE
752,11.841482,4,1,1,0,FALSE
749,35.437328,4,1,1,0,FALSE
739,11.685852,4,1,1,0,FALSE
713,10.83206,4,1,1,0,FALSE
763,12.329361,4,1,1,0,FALSE
738,37.069687,4,1,1,0,FALSE
749,12.179182,4,1,1,0,FALSE
725,10.70154,2,1,0,1,FALSE
738,11.236528,2,1,0,1,FALSE
752,11.352497,2,1,0,1,FALSE
770,37.149479,2,1,0,1,FALSE
803,12.759813,2,1,0,1,FALSE
784,11.88261,2,1,0,1,FALSE
753,10.827707,2,1,0,1,FALSE
729,36.086937,2,1,0,1,FALSE
752,35.386913,2,1,0,1,FALSE
734,10.921413,2,1,0,1,FALSE
725,10.614964,2,1,0,1,FALSE
759,10.840549,2,1,0,1,FALSE
782,39.305447,2,1,0,1,FALSE
729,10.758402,2,1,0,1,FALSE
757,10.795376,2,1,0,1,FALSE
745,11.043474,2,1,0,1,FALSE
764,11.349736,2,1,0,1,FALSE
745,11.571199,2,1,0,1,FALSE
